Series Code,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
SH.DYN.MORT,EUU,7.1550245,6.851253,6.6024513,6.358943,6.126993,5.8788958,5.6074133,5.3675375,5.1420074,4.9609466,4.8277497,4.6761274,4.559833,4.460215,4.331896,4.2236714,4.109795,4.001131,3.8871958,
SH.DYN.MORT,JPN,4.5,4.3,4.1,4.0,3.9,3.7,3.6,3.5,3.4,3.3,3.2,3.4,3.0,2.9,2.8,3.0,2.7,2.6,2.5,
SH.DYN.MORT,WLD,76.4,73.8,71.1,68.4,65.9,63.0,60.4,57.9,55.6,53.2,51.3,49.0,47.1,45.4,43.8,42.4,41.1,39.8,38.6,
SE.PRM.CMPT.ZS,USA,,,,,,,,,,,,,,,,,,98.8322,,
SE.PRM.CMPT.ZS,EUU,97.76476,98.82216,97.94525,98.11234,97.92248,96.75162,96.40678,97.20971,97.1014,97.04903,97.36161,97.44744,96.8082,96.74014,96.57399,97.33527,96.66967,97.19801,97.26261,
SE.PRM.CMPT.ZS,JPN,,,,,,,,,,,,,,,,,,,,
SE.PRM.CMPT.ZS,WLD,81.77908,82.60549,83.26699,84.00906,84.54358,85.33132,85.80875,86.78066,88.33477,89.02232,88.79363,88.23209,89.14018,89.18956,88.93665,88.63873,88.73469,89.01403,89.58919,
SE.PRM.ENRR,USA,,,,,,101.87402,,,,,100.33347,99.38988,99.16532,99.45544,99.67338,100.29991,101.36286,101.82144,,
SE.PRM.ENRR,EUU,102.4513,102.2513,101.727,101.5552,102.3,102.8173,102.8213,102.8193,103.0471,102.7845,102.7011,102.5409,102.7609,103.4077,102.0661,101.9494,101.604,101.9404,101.9467,
SE.PRM.ENRR,JPN,,,,,,,,,,,,,,,,,,,,
SE.PRM.ENRR,WLD,98.7694,99.56456,99.84207,101.3847,101.8789,102.1933,102.2821,103.0563,103.4182,103.3007,103.1511,103.4867,104.1734,104.0195,102.7814,102.5117,103.9504,103.6537,103.9455,
SE.SEC.ENRR,USA,,,,,,95.05248,,,,,94.84594,95.99382,96.25171,96.18649,96.92454,97.65255,98.76993,98.95234,,
SE.SEC.ENRR,EUU,100.8632,102.0387,102.9368,103.1323,101.7508,103.3882,102.8621,102.7671,103.4227,103.7501,105.0828,104.3131,103.8723,110.2648,110.1928,110.1079,110.1475,110.5769,110.6269,
SE.SEC.ENRR,JPN,,,,,,,,,,,,,,,,,,,,
SE.SEC.ENRR,WLD,59.93148,60.34813,61.20136,62.19312,63.1664,64.09655,65.28465,66.9504,68.57447,69.39923,71.05775,72.25662,73.0725,74.49809,75.31977,75.41746,75.65189,75.37733,75.56108,
SE.ENR.PRSC.FM.ZS,USA,,,,,,1.00387,,,,,1.0008,1.00434,0.9949,0.9971,1.00423,1.00508,0.99626,0.99363,,
SE.ENR.PRSC.FM.ZS,EUU,1.00193,1.00285,1.0009,1.00192,1.00248,1.0006,0.99945,0.99927,0.99839,0.99553,0.9939,0.99348,0.99312,1.00096,1.00134,1.00083,1.00095,0.99763,0.99792,
SE.ENR.PRSC.FM.ZS,JPN,,,,,,,,,,,,,,,,,,,,
SE.ENR.PRSC.FM.ZS,WLD,0.92124,0.92497,0.92742,0.94474,0.94585,0.95044,0.95423,0.95847,0.9652,0.97221,0.97113,0.97362,0.97705,0.99176,0.99382,0.99435,0.99992,0.99767,0.99711,
AG.LND.FRST.K2,USA,3035360.0,3037802.0,3040244.0,3042686.0,3045128.0,3047570.0,3055496.0,3063422.0,3071348.0,3079274.0,3087200.0,3089950.0,3092700.0,3095450.0,3098200.0,3100950.0,3103700.0,,,
AG.LND.FRST.K2,EUU,1547363.5,1551368.2,1555373.0,1559377.8,1563382.5,1567387.2,1572379.9,1577372.4,1582365.2,1587357.8,1592350.2,1596042.6,1599735.1,1603427.5,1607120.0,1610812.4,1614504.8,,,
AG.LND.FRST.K2,JPN,248760.0,248878.0,248996.0,249114.0,249232.0,249350.0,249412.0,249474.0,249536.0,249598.0,249660.0,249644.0,249628.0,249612.0,249596.0,249580.0,249564.0,,,
AG.LND.FRST.K2,WLD,40556024.0,40510304.0,40464584.0,40418864.0,40373144.0,40327428.0,40293290.0,40259148.0,40225010.0,40190868.0,40156730.0,40123640.0,40090560.0,40057480.0,40024404.0,39991324.0,39958244.0,,,
ER.PTD.TOTL.ZS,USA,,,,,,,,,,,,,,,,,26.3262,26.328083,26.328083,
ER.PTD.TOTL.ZS,EUU,,,,,,,,,,,,,,,,,21.562096,23.40224,23.40224,
ER.PTD.TOTL.ZS,JPN,,,,,,,,,,,,,,,,,2.0918362,10.026289,10.026289,
ER.PTD.TOTL.ZS,WLD,,,,,,,,,,,,,,,,,13.47769,14.488148,14.488164,
ER.H2O.FWTL.ZS,USA,,,16.802696,,,,,16.983677,,,,,14.858055,,14.858055,,,,,
ER.H2O.FWTL.ZS,EUU,,,,,,,,,,,,,,,15.1787615,,,,,
ER.H2O.FWTL.ZS,JPN,,,19.641861,,,,,19.244186,,,,,18.888372,,,,,,,
ER.H2O.FWTL.ZS,WLD,,,,,,,,,,,,,,,,,,,,
EG.USE.PCAP.KG.OE,USA,8056.864,7827.886,7843.3447,7794.2354,7881.5786,7846.4995,7697.6523,7758.166,7488.082,7056.7837,7161.553,7030.555,6873.0493,6907.046,6962.55,6806.1997,,,,
EG.USE.PCAP.KG.OE,EUU,3428.6611,3515.3916,3512.7861,3576.4912,3607.6868,3605.869,3618.5579,3554.9138,3533.8364,3321.3408,3448.0237,3335.592,3288.2473,3242.6392,3123.5957,3278.352,,,,
EG.USE.PCAP.KG.OE,JPN,4083.8318,4008.268,3991.9775,3953.1846,4078.2104,4062.979,4053.8835,4012.6543,3858.4346,3678.5112,3893.2666,3610.8123,3537.3633,3567.6294,3470.7632,3428.5571,,,,
EG.USE.PCAP.KG.OE,WLD,1636.703,1635.9612,1648.7083,1687.9186,1739.2551,1766.4741,1796.0009,1823.3936,1828.9882,1795.5094,1873.9183,1880.9807,1893.2336,1896.2712,1922.7145,,,,,
EN.ATM.CO2E.PC,USA,20.178751,19.636505,19.613403,19.564104,19.658371,19.591885,19.094067,19.217897,18.461763,17.157738,17.443111,16.978218,16.312717,16.326784,16.507265,,,,,
EN.ATM.CO2E.PC,EUU,9.111866,9.299228,9.222939,9.3592825,9.345066,9.274367,9.317587,9.130443,8.900912,8.168339,8.402046,8.0955515,7.916149,7.7326746,7.3084197,,,,,
EN.ATM.CO2E.PC,JPN,9.622352,9.464309,9.573131,9.725282,9.909204,9.698882,9.632049,9.782964,9.449534,8.620816,9.148316,9.317427,9.638628,9.780815,9.538706,,,,,
EN.ATM.CO2E.PC,WLD,4.037999,4.080992,4.0885954,4.258176,4.4146543,4.5286374,4.636507,4.671637,4.7625737,4.662633,4.8354816,4.9758773,5.005594,4.9981313,4.981256,,,,,
EG.USE.ELEC.KH.PC,USA,13671.052,13046.614,13296.183,13307.492,13388.59,13704.577,13583.267,13657.453,13663.428,12913.715,13395.14,13247.013,12966.116,13006.749,12997.448,,,,,
EG.USE.ELEC.KH.PC,EUU,5780.197,5916.934,5996.4014,6127.244,6242.2188,6295.4375,6380.7607,6405.552,6409.244,6082.5034,6350.408,6247.7773,6248.064,6160.7324,6021.861,,,,,
EG.USE.ELEC.KH.PC,JPN,8299.409,8162.0146,8266.099,8164.9336,8393.258,8539.011,8542.479,8710.025,8270.008,8020.274,8594.909,8099.5986,7998.3467,7988.5835,7819.715,,,,,
EG.USE.ELEC.KH.PC,WLD,2386.7188,2380.3367,2435.101,2500.4856,2578.3528,2656.1484,2732.4248,2822.0781,2843.368,2793.8694,2957.943,3023.1912,3050.2148,3110.5017,3132.5063,,,,,
NY.GDP.MKTP.CD,USA,1.02523e13,1.05818e13,1.09364e13,1.14582e13,1.22137e13,1.30366e13,1.38146e13,1.44519e13,1.47128e13,1.44489e13,1.49921e13,1.55426e13,1.6197e13,1.67848e13,1.75217e13,1.82193e13,1.87072e13,1.94854e13,2.05443e13,
NY.GDP.MKTP.CD,EUU,7258060000000.0,7385940000000.0,8047700000000.0,9909170000000.0,1.13961e13,1.19022e13,1.26998e13,1.47071e13,1.62344e13,1.47074e13,1.45401e13,1.57403e13,1.46345e13,1.52913e13,1.56312e13,1.35452e13,1.3882e13,1.47011e13,1.59128e13,
NY.GDP.MKTP.CD,JPN,4887520000000.0,4303540000000.0,4115120000000.0,4445660000000.0,4815150000000.0,4755410000000.0,4530380000000.0,4515260000000.0,5037910000000.0,5231380000000.0,5700100000000.0,6157460000000.0,6203210000000.0,5155720000000.0,4850410000000.0,4389480000000.0,4926670000000.0,4859950000000.0,4971320000000.0,
NY.GDP.MKTP.CD,WLD,3.35886e13,3.33968e13,3.4675e13,3.89037e13,4.38175e13,4.74577e13,5.14479e13,5.79681e13,6.36104e13,6.03343e13,6.60492e13,7.33915e13,7.50827e13,7.72362e13,7.93344e13,7.50518e13,7.61665e13,8.09632e13,8.59308e13,
NY.GDP.MKTP.KD.ZG,USA,4.127484,0.9983408,1.7416953,2.8612108,3.798891,3.5132139,2.8549724,1.8761715,-0.13657981,-2.536757,2.5637665,1.5508355,2.2495458,1.8420811,2.451973,2.8809104,1.5672152,2.2170103,2.9273226,
NY.GDP.MKTP.KD.ZG,EUU,3.9068167,2.189414,1.1227264,0.92550933,2.6024365,1.9311682,3.4933689,3.1561437,0.6527459,-4.3269796,2.2054253,1.8338491,-0.74561864,-0.060615964,1.5849109,2.352356,2.0609074,2.723967,2.1265101,
NY.GDP.MKTP.KD.ZG,JPN,2.7796328,0.4063359,0.11799277,1.5282202,2.2046878,1.6626704,1.4200065,1.6541839,-1.0935405,-5.416413,4.191739,-0.11542134,1.4950895,2.0002677,0.37471947,1.222921,0.6090932,1.9287573,0.7884559,
NY.GDP.MKTP.KD.ZG,WLD,4.3835597,1.949645,2.1767933,2.9569528,4.4012947,3.9133022,4.377542,4.3190684,1.8501153,-1.6783892,4.299175,3.1324568,2.5076258,2.655492,2.8350496,2.8572571,2.5851164,3.1965618,3.0583947,
NY.GDP.DEFL.KD.ZG,USA,2.2354743,2.1934254,1.581763,1.8570952,2.692212,3.1149423,3.0262046,2.6862788,1.9451318,0.76234996,1.1652505,2.0889037,1.9178491,1.7549157,1.8918912,1.0693417,1.0935254,1.9007776,2.4359505,
NY.GDP.DEFL.KD.ZG,EUU,3.3297048,3.474752,3.2743418,2.6828165,2.709268,2.5431046,2.8990738,2.966345,3.2528632,1.678839,0.94041365,1.6502028,1.6752701,1.279987,0.91822183,1.1187459,0.8584659,1.5119102,2.0412478,
NY.GDP.DEFL.KD.ZG,JPN,-1.3836856,-1.1045169,-1.458286,-1.6169811,-1.1007359,-1.0374347,-0.8833778,-0.7294798,-0.9808954,-0.6112726,-1.8951635,-1.6743258,-0.76155496,-0.333177,1.7453142,2.1453967,0.26758042,-0.22008477,-0.08566228,
NY.GDP.DEFL.KD.ZG,WLD,4.493795,3.7225325,3.4636157,3.933545,5.5996494,5.781252,5.510095,5.440702,7.8197656,2.3684573,4.229785,5.662657,3.5765135,2.308,1.9115038,2.109379,1.81347,3.323538,2.753647,
NV.AGR.TOTL.ZS,USA,1.1504563,1.1293255,0.97043097,1.1152574,1.2586601,1.1422553,1.0006778,1.0668222,1.0657831,0.96857256,1.0424813,1.2164875,1.158829,1.3335137,1.1886556,1.0425609,0.9404041,0.91647935,,
NV.AGR.TOTL.ZS,EUU,2.3547444,2.3680067,2.1783693,2.094101,2.089716,1.7988396,1.6832311,1.6946574,1.6345986,1.5022601,1.6254325,1.7072421,1.6979907,1.7477198,1.7141515,1.6622161,1.6195819,1.7146776,1.6507095,
NV.AGR.TOTL.ZS,JPN,1.5359992,1.3826063,1.3921108,1.3148023,1.2423282,1.1253637,1.0942916,1.0609038,1.0584086,1.0826128,1.1022599,1.075419,1.1417958,1.1041871,1.0562665,1.1139054,1.2110755,1.1892569,,
NV.AGR.TOTL.ZS,WLD,4.8586984,4.768662,4.658765,4.5269275,4.430947,4.0575027,3.8084142,3.7649398,3.7410603,3.6848414,3.6608512,3.704995,3.639135,3.6876442,3.5904462,3.523697,3.524104,3.4317787,,
NV.IND.TOTL.ZS,USA,22.454386,21.473991,20.64126,20.739307,20.960344,21.223492,21.593853,21.446129,20.860737,19.324003,19.355291,19.4169,19.155985,19.258202,19.296593,18.524137,17.954903,18.20794,,
NV.IND.TOTL.ZS,EUU,25.44247,25.168863,24.767982,24.436844,24.41783,24.252853,24.458113,24.44488,24.112635,22.73057,22.92897,22.931196,22.660639,22.304047,22.210443,22.415043,22.447618,22.380638,22.378698,
NV.IND.TOTL.ZS,JPN,32.758255,31.269854,30.539654,30.415403,30.298615,30.199389,29.982594,29.882496,29.005291,27.272467,28.444607,26.881708,26.74805,26.937634,27.68806,29.019623,28.90521,29.144106,,
NV.IND.TOTL.ZS,WLD,29.023523,28.228691,27.845123,27.909407,28.267927,28.594322,28.84269,28.58832,28.421234,26.717976,27.194475,27.381586,26.977184,26.60486,26.387394,25.552801,25.120764,25.436937,,
NE.EXP.GNFS.ZS,USA,10.692724,9.682983,9.132249,9.04307,9.641863,10.011973,10.659822,11.492314,12.486063,10.948877,12.315058,13.530539,13.528919,13.544524,13.535774,12.441753,11.870352,12.094833,12.218692,
NE.EXP.GNFS.ZS,EUU,35.853436,35.78957,35.07884,34.394043,36.040638,37.432148,39.569603,40.592476,40.980095,36.17157,40.04178,42.78219,44.21678,44.293407,44.89432,45.7577,45.23464,46.760963,47.21586,
NE.EXP.GNFS.ZS,JPN,10.624485,10.229099,11.018221,11.639294,12.972033,14.012441,15.872902,17.493317,17.424038,12.520914,15.0367565,14.924996,14.544752,15.915398,17.540302,17.610975,16.252764,17.774227,18.448298,
NE.EXP.GNFS.ZS,WLD,26.025888,25.313435,25.300398,25.834091,27.504555,28.642,29.840134,30.092232,30.759892,26.561615,28.965538,30.559887,30.628695,30.401749,30.179104,29.312756,28.459698,29.42649,30.106066,
NE.IMP.GNFS.ZS,USA,14.350911,13.159974,13.022023,13.434031,14.710544,15.544021,16.240326,16.463488,17.400736,13.692686,15.742894,17.258755,17.039265,16.468483,16.433077,15.295019,14.643649,15.047486,15.325212,
NE.IMP.GNFS.ZS,EUU,35.309074,34.57511,32.996166,32.7055,34.13209,35.94483,38.393925,39.305298,40.05118,34.500095,38.50213,41.211052,41.450623,40.892414,41.275032,41.681007,41.054005,42.722057,43.531353,
NE.IMP.GNFS.ZS,JPN,9.195168,9.569029,9.66739,9.943836,10.950324,12.503053,14.458879,15.600572,16.974983,11.969986,13.576251,15.468007,16.091372,18.232124,20.005468,18.030045,15.262608,16.839334,18.192863,
NE.IMP.GNFS.ZS,WLD,25.103195,24.666903,24.331085,24.972656,26.606241,27.582739,28.630491,28.97449,30.139017,25.852339,28.168625,29.977627,29.95178,29.697552,29.601065,28.558542,27.65276,28.595112,29.345337,
NE.GDI.TOTL.ZS,USA,23.675148,22.176949,21.70814,21.742224,22.658575,23.380302,23.539185,22.592491,21.119017,17.80458,18.743103,19.103525,20.02089,20.413744,20.81268,21.099052,20.38757,20.658987,21.005573,
NE.GDI.TOTL.ZS,EUU,23.74436,23.127916,22.165304,22.10865,22.341133,22.514868,23.515055,24.383257,23.952963,20.607164,21.163397,21.730808,20.234833,19.769543,20.15782,20.594631,20.716244,21.195013,21.719027,
NE.GDI.TOTL.ZS,JPN,27.30713,26.56051,24.655504,24.397232,24.348623,24.749472,24.748629,24.483448,24.547848,21.323675,21.297485,22.1033,22.654423,23.19091,23.9161,24.022669,23.407404,23.902985,24.413548,
NE.GDI.TOTL.ZS,WLD,24.53954,24.041353,23.458948,23.92228,24.781769,25.024008,25.499487,25.876621,25.702154,23.477865,24.29999,24.642155,24.504644,24.40168,24.59318,24.507826,24.071661,24.307041,24.366339,
GC.REV.XGRT.GD.ZS,USA,20.573341,19.515057,17.383297,16.782446,16.851591,17.935322,18.632902,18.688879,17.787424,15.704141,16.471651,16.695015,16.81042,18.87142,18.948704,19.075445,18.659153,19.55622,17.187494,
GC.REV.XGRT.GD.ZS,EUU,34.929504,34.49322,34.00714,33.912605,33.50231,33.74015,34.003323,34.14012,33.849808,33.524662,33.837704,33.93304,34.560642,35.18276,35.16706,34.841476,34.720493,34.792686,34.94825,
GC.REV.XGRT.GD.ZS,JPN,11.504426,11.025229,10.143818,9.933941,10.351263,11.3754,11.839401,11.4836855,10.27964,9.511686,9.868055,10.428981,10.757133,11.540087,12.510548,12.626727,12.294211,12.82526,13.089023,
GC.REV.XGRT.GD.ZS,WLD,24.397833,24.219294,23.426933,23.104828,23.129591,22.611626,23.14464,23.95759,23.05998,21.751152,22.37457,22.604155,22.873177,23.510847,23.894426,23.745192,23.527218,23.9131,24.71437,
IC.REG.DURS,USA,,,,,,,,,,,,,,6.2,5.6,5.6,5.6,5.6,5.6,4.2
IC.REG.DURS,EUU,,,,45.458332,40.0,30.583334,26.84,23.06,20.01923,17.826923,16.903847,16.62963,16.37037,15.777778,14.351851,13.240741,12.722222,12.351851,13.277778,12.162963
IC.REG.DURS,JPN,,,,,,,,,,,,,,11.6,11.1,11.2,11.1,11.1,11.1,11.2
IC.REG.DURS,WLD,,,,51.5097,48.460415,50.720245,47.843113,43.311176,39.946785,37.72849,35.93779,31.874712,31.357864,26.768784,24.28836,23.393684,22.995264,21.484737,20.5,19.595287
FS.AST.DOMS.GD.ZS,USA,81.97075,86.62982,88.32729,89.27768,89.72956,91.83778,94.436554,98.66435,101.92033,103.15482,97.461105,99.7059,99.071236,103.630905,105.08412,104.071396,106.329956,106.836235,102.70677,
FS.AST.DOMS.GD.ZS,EUU,,112.86407,112.32578,115.04771,115.571465,120.46479,126.85974,135.18959,143.09993,149.33894,162.17352,163.65154,163.31326,151.61389,153.19147,147.38478,148.05214,142.3238,138.92317,
FS.AST.DOMS.GD.ZS,JPN,234.13289,228.37375,225.68822,227.71191,223.38338,220.8157,214.69084,208.14392,214.6359,234.61511,232.53201,238.82059,245.17584,251.93747,257.0989,258.7323,271.73154,278.1189,281.39835,
FS.AST.DOMS.GD.ZS,WLD,108.478004,111.419525,112.28906,113.92431,112.58714,112.07772,112.7579,115.29094,119.18722,126.16586,125.527916,125.6662,125.887764,124.36682,128.02882,132.43246,139.49779,138.10985,139.0527,
GC.TAX.TOTL.GD.ZS,USA,12.969032,11.857825,9.86142,9.389222,9.540178,10.683827,11.311275,11.307387,10.316012,7.919453,8.595733,9.574004,9.797156,10.519949,10.951235,11.214707,10.9019165,11.764267,9.632587,
GC.TAX.TOTL.GD.ZS,EUU,19.969822,19.49234,19.072235,18.885149,18.707441,19.014017,19.359457,19.627161,19.096703,18.322351,18.712234,18.758066,19.12334,19.55856,19.6564,19.564539,19.50789,19.683064,19.819056,
GC.TAX.TOTL.GD.ZS,JPN,10.372257,9.895928,9.061599,8.918963,9.3526945,10.137012,10.512741,10.106186,8.931592,8.368911,8.809785,9.356818,9.682413,10.360618,11.469207,11.423572,11.154965,11.641947,11.866378,
GC.TAX.TOTL.GD.ZS,WLD,15.663706,15.260245,14.370946,14.169012,14.30546,14.429747,14.826512,14.981578,14.416752,13.179633,13.470818,13.823474,13.924931,14.222362,14.333504,14.351662,14.249595,14.68713,14.976505,
MS.MIL.XPND.GD.ZS,USA,2.9334402,2.9443433,3.2495484,3.6072862,3.785571,3.8610647,3.8195796,3.8539057,4.221692,4.627103,4.657001,4.576704,4.227818,3.8111987,3.4808972,3.2718313,3.2078922,3.1090105,3.162865,
MS.MIL.XPND.GD.ZS,EUU,1.7595285,1.7127424,1.6964091,1.6914328,1.6657269,1.6270165,1.5728471,1.5298615,1.547059,1.6335402,1.566511,1.5018897,1.4984763,1.4450592,1.4089947,1.401988,1.4149405,1.4403837,1.4474455,
MS.MIL.XPND.GD.ZS,JPN,0.93113613,0.94707984,0.9558347,0.95567393,0.94160765,0.9315817,0.91719705,0.89762664,0.92024785,0.98377734,0.95885134,0.9868063,0.9674271,0.95086586,0.96699935,0.95805043,0.9395826,0.93076813,0.9238395,
MS.MIL.XPND.GD.ZS,WLD,2.1654544,2.1997807,2.302296,2.361501,2.3605525,2.362821,2.3280811,2.2929747,2.3593802,2.5880342,2.4918394,2.394291,2.3513563,2.2894418,2.240901,2.244753,2.2021182,2.1610024,2.140451,
IT.CEL.SETS.P2,USA,38.861835,45.149822,49.359627,55.42732,63.217396,69.05237,77.109344,82.93181,86.09952,89.54496,92.26777,95.44904,97.068596,98.197685,111.55621,119.14392,122.59455,123.04484,129.014,
IT.CEL.SETS.P2,EUU,51.054947,63.281136,69.65413,76.514725,84.552925,94.61257,104.26968,115.22883,121.30368,121.05487,118.4848,121.665825,123.701744,125.03687,123.60739,121.82269,122.14492,122.4889,122.73784,
IT.CEL.SETS.P2,JPN,52.369972,58.583443,63.426674,67.66836,71.35024,75.18657,77.732346,83.536156,85.884674,90.46339,95.911674,103.31688,109.89359,115.25427,123.16319,125.451866,130.59525,135.51866,141.407,
IT.CEL.SETS.P2,WLD,12.042653,15.4781,18.516323,22.220385,27.291502,33.75717,41.553146,50.25003,59.359978,67.47875,76.14282,83.69515,87.90751,92.43855,96.02966,97.393166,100.6927,102.7564,106.4349,
TX.VAL.TECH.MF.ZS,USA,,,,,,,,30.513126,28.97133,25.00958,23.11603,21.06766,20.659931,20.651684,20.996267,21.945105,23.013323,19.691513,18.895636,
TX.VAL.TECH.MF.ZS,EUU,,,,,,,,15.582425,15.356133,16.946451,16.867796,16.145487,16.662138,16.721895,16.788805,17.40852,17.573563,15.977712,15.6064625,
TX.VAL.TECH.MF.ZS,JPN,,,,,,,,20.1055,18.866322,20.58591,19.164022,18.431337,18.30272,17.82179,17.7885,18.07004,17.339836,17.560463,17.267689,
TX.VAL.TECH.MF.ZS,WLD,,,,,,,,20.503605,19.511456,21.171783,20.557205,18.695854,18.902477,19.046383,19.070442,20.015692,20.62231,20.71517,20.812532,
IQ.SCI.OVRL,USA,,,,,,,,,,,,,,,,,,,,
IQ.SCI.OVRL,EUU,,,,,,,,,,,,,,,,,,,,
IQ.SCI.OVRL,JPN,,,,,,,,,,,,,,,,,,,,
IQ.SCI.OVRL,WLD,,,,,,,,,,,,,,,,,,,,
TG.VAL.TOTL.GD.ZS,USA,19.909765,18.03357,17.312183,17.697485,19.163311,20.202967,21.311089,21.92522,23.495995,18.41893,21.66267,24.117823,23.968792,23.286793,23.017563,20.955105,19.784721,20.295967,20.824238,
TG.VAL.TOTL.GD.ZS,EUU,59.871998,58.8383,57.180984,56.407467,59.025692,61.641827,65.519066,67.0197,68.23369,57.48651,65.36373,70.79691,71.767914,70.596596,70.38358,70.418465,69.09366,72.28978,73.779144,
TG.VAL.TOTL.GD.ZS,JPN,17.570467,17.487562,18.320745,19.226557,21.187653,23.358803,27.057106,29.601145,30.646566,21.65202,25.68084,27.260658,27.153847,30.030024,30.974905,29.002052,25.42855,28.198332,29.90413,
TG.VAL.TOTL.GD.ZS,WLD,39.032524,37.78966,38.019966,39.57897,42.785225,44.996895,47.75756,48.94929,51.476273,41.988934,46.655327,50.22456,49.64824,49.256897,48.102627,44.635365,42.649086,44.4448,46.139202,
TT.PRI.MRCH.XD.WD,USA,100.0,102.79793,104.35706,102.88958,101.270775,97.181816,95.92721,96.58902,91.797165,98.9882,97.082016,94.5946,94.680855,95.3405,95.86957,100.0,100.08347,99.59448,99.84264,
TT.PRI.MRCH.XD.WD,EUU,,,,,,,,,,,,,,,,,,,,
TT.PRI.MRCH.XD.WD,JPN,100.0,100.55556,100.987305,97.67662,92.40564,83.23281,75.42373,71.658455,62.00847,74.37145,67.72607,61.59803,60.458553,59.01943,58.44425,66.666664,72.32855,68.68033,64.727516,
TT.PRI.MRCH.XD.WD,WLD,100.0,98.25592,100.39569,108.96903,113.976814,115.00161,115.86633,120.21576,123.794174,121.30643,119.55734,122.4016,118.84709,120.31617,120.3252,113.97706,113.63034,114.91026,117.01808,
DT.DOD.DECT.CD,USA,,,,,,,,,,,,,,,,,,,,
DT.DOD.DECT.CD,EUU,,,,,,,,,,,,,,,,,,,,
DT.DOD.DECT.CD,JPN,,,,,,,,,,,,,,,,,,,,
DT.DOD.DECT.CD,WLD,,,,,,,,,,,,,,,,,,,,
DT.TDS.DECT.EX.ZS,USA,,,,,,,,,,,,,,,,,,,,
DT.TDS.DECT.EX.ZS,EUU,,,,,,,,,,,,,,,,,,,,
DT.TDS.DECT.EX.ZS,JPN,,,,,,,,,,,,,,,,,,,,
DT.TDS.DECT.EX.ZS,WLD,,,,,,,,,,,,,,,,,,,,
SM.POP.NETM,USA,,,5334893.0,,,,,5428756.0,,,,,4961716.0,,,,,4774029.0,,
SM.POP.NETM,EUU,,,6853594.0,,,,,3767581.0,,,,,3377263.0,,,,,4281648.0,,
SM.POP.NETM,JPN,,,164199.0,,,,,277580.0,,,,,358133.0,,,,,357800.0,,
SM.POP.NETM,WLD,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,
BX.TRF.PWKR.CD.DT,USA,4395000000.0,4513000000.0,4570000000.0,4672000000.0,4734000000.0,4795000000.0,5068000000.0,5219000000.0,5364000000.0,5740000000.0,5930000000.0,6104000000.0,6303000000.0,6613000000.0,6503000000.0,6578000000.0,6330000000.0,6126000000.0,6668000000.0,6835000000.0
BX.TRF.PWKR.CD.DT,EUU,29719402000.0,31573494000.0,35556405000.0,44902020000.0,53809095000.0,59399217000.0,66839210000.0,80688890000.0,93863770000.0,88540455000.0,89348770000.0,99040430000.0,96573040000.0,109935000000.0,114486000000.0,105324000000.0,106264000000.0,112217000000.0,119538000000.0,118191000000.0
BX.TRF.PWKR.CD.DT,JPN,773406700.0,1249546500.0,1126867100.0,811141100.0,773574700.0,904981250.0,1176988400.0,1383930600.0,1732378900.0,1594532200.0,1684469000.0,2131729300.0,2539577600.0,2363853300.0,3733912600.0,3325098000.0,3830448600.0,4443029000.0,4369453600.0,4373840000.0
BX.TRF.PWKR.CD.DT,WLD,121770000000.0,132149000000.0,153024000000.0,188325000000.0,216369000000.0,253076000000.0,293234000000.0,350397000000.0,404899000000.0,388398000000.0,419476000000.0,470786000000.0,495482000000.0,526839000000.0,563541000000.0,568573000000.0,557055000000.0,594055000000.0,638607000000.0,653323000000.0
BX.KLT.DINV.CD.WD,USA,349125000000.0,172496000000.0,111055000000.0,117106000000.0,213641000000.0,142344000000.0,298463000000.0,346613000000.0,341092000000.0,161083000000.0,264039000000.0,263497000000.0,250345000000.0,288131000000.0,251856000000.0,509087000000.0,494439000000.0,354649000000.0,258390000000.0,310811000000.0
